State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Michael Badnarik [ 11 ] Libertarian_Votes,Michael Badnarik [ 11 ] Libertarian_Pct,Various candidates [ 11 ] Write-ins_Votes,Various candidates [ 11 ] Write-ins_Pct,Michael J. Badnarik [ 9 ] Libertarian_Votes,Michael J. Badnarik [ 9 ] Libertarian_Pct,Michael Anthony Peroutka [ 9 ] Constitution_Votes,Michael Anthony Peroutka [ 9 ] Constitution_Pct,Various Other Candidates [ 9 ] Write In_Votes,Various Other Candidates [ 9 ] Write In_Pct,Ralph Nader Reform_Votes,Ralph Nader Reform_Pct,Michael James Badnarik Libertarian_Votes,Michael James Badnarik Libertarian_Pct,Ralph Nader By Petition_Votes,Ralph Nader By Petition_Pct,Michael Badarnik Libertarian_Votes,Michael Badarnik Libertarian_Pct,Michael Peroutka Nebraska_Votes,Michael Peroutka Nebraska_Pct,Ralph Nader Independent_Votes,Ralph Nader Independent_Pct,Michael Badnarik Libertarian_Votes,Michael Badnarik Libertarian_Pct,Michael Peroutka Constitution_Votes,Michael Peroutka Constitution_Pct,Michael J. Badnarik Libertarian_Votes,Michael J. Badnarik Libertarian_Pct,David Cobb Green_Votes,David Cobb Green_Pct,Walt Brown United Citizens_Votes,Walt Brown United Citizens_Pct,Ralph Nader Unaffiliated_Votes,Ralph Nader Unaffiliated_Pct,Total_Votes,Winner,Winner_Pct
Texas,Brewster__TX,1729,45.98,1980,52.66,51,1.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,3760,Republican,52.66
Texas,Briscoe__TX,191,23.55,620,76.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,811,Republican,76.45
Texas,Brooks__TX,1823,68.18,845,31.6,6,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2674,Democrat,68.18
Texas,Brown__TX,2523,17.7,11640,81.67,90,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,14253,Republican,81.67
Texas,Burleson__TX,2276,33.86,4405,65.54,40,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,6721,Republican,65.54
Texas,Burnet__TX,4147,26.34,11456,72.77,139,0.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,15742,Republican,72.77
Texas,Caldwell__TX,5052,43.6,6436,55.55,99,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,11587,Republican,55.55
Texas,Calhoun__TX,2561,36.96,4348,62.75,20,0.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,6929,Republican,62.75
Texas,Callahan__TX,1073,18.98,4542,80.33,39,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,5654,Republican,80.33
Texas,Cameron__TX,33998,49.16,34801,50.32,357,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,69156,Republican,50.32
Texas,Camp__TX,1778,40.05,2638,59.43,23,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,4439,Republican,59.43
Texas,Carson__TX,485,16.47,2450,83.22,9,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2944,Republican,83.22
Texas,Cass__TX,4630,38.43,7383,61.27,36,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,12049,Republican,61.27
Texas,Castro__TX,631,25.97,1794,73.83,5,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2430,Republican,73.83
Texas,Chambers__TX,2953,25.35,8618,73.98,78,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,11649,Republican,73.98
Texas,Cherokee__TX,4439,28.03,11329,71.53,71,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,15839,Republican,71.53
Texas,Childress__TX,511,23.83,1629,75.98,4,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2144,Republican,75.98
Texas,Clay__TX,1299,24.57,3971,75.09,18,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,5288,Republican,75.09
Texas,Cochran__TX,249,22.43,856,77.12,5,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1110,Republican,77.12
Texas,Coke__TX,266,16.52,1338,83.11,6,0.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1610,Republican,83.11
Texas,Coleman__TX,778,20.33,3035,79.33,13,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,3826,Republican,79.33
Texas,Collin__TX,68935,28.12,174435,71.15,1784,0.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,245154,Republican,71.15
Texas,Collingsworth__TX,346,24.75,1051,75.18,1,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1398,Republican,75.18
Texas,Colorado__TX,2161,28.1,5488,71.37,41,0.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,7690,Republican,71.37
Texas,Comal__TX,9153,22.3,31574,76.93,316,0.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,41043,Republican,76.93
Texas,Comanche__TX,1431,27.16,3813,72.38,24,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,5268,Republican,72.38
Texas,Concho__TX,270,22.63,911,76.36,12,1.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1193,Republican,76.36
Texas,Cooke__TX,3142,20.8,11908,78.82,57,0.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,15107,Republican,78.82
Texas,Coryell__TX,5122,29.06,12421,70.47,82,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,17625,Republican,70.47
Texas,Cottle__TX,214,27.86,549,71.48,5,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,768,Republican,71.48
Texas,Crane__TX,254,16.14,1314,83.48,6,0.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1574,Republican,83.48
Texas,Crockett__TX,473,27.37,1248,72.22,7,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1728,Republican,72.22
Texas,Crosby__TX,622,27.34,1647,72.4,6,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2275,Republican,72.4
Texas,Culberson__TX,375,47.59,407,51.65,6,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,788,Republican,51.65
Texas,Dallam__TX,305,17.12,1473,82.66,4,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1782,Republican,82.66
Texas,Dallas__TX,336641,48.95,346246,50.35,4822,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,687709,Republican,50.35
Texas,Dawson__TX,1114,24.51,3419,75.23,12,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,4545,Republican,75.23
Texas,Deaf_Smith__TX,1133,21.41,4139,78.23,19,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,5291,Republican,78.23
Texas,Delta__TX,627,30.12,1447,69.5,8,0.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2082,Republican,69.5
Texas,Denton__TX,59346,29.47,140891,69.95,1173,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,201410,Republican,69.95
Texas,DeWitt__TX,1610,23.92,5100,75.76,22,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,6732,Republican,75.76
Texas,Dickens__TX,245,23.05,815,76.67,3,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1063,Republican,76.67
Texas,Dimmit__TX,2365,66.32,1188,33.31,13,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,3566,Democrat,66.32
Texas,Donley__TX,349,19.56,1429,80.1,6,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1784,Republican,80.1
Texas,Duval__TX,2916,71.28,1160,28.35,15,0.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,4091,Democrat,71.28
Texas,Eastland__TX,1582,23.07,5249,76.55,26,0.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,6857,Republican,76.55
Texas,Ector__TX,8579,23.63,27502,75.74,229,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,36310,Republican,75.74
Texas,Edwards__TX,217,22.53,745,77.36,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,963,Republican,77.36
Texas,Ellis__TX,11640,25.06,34602,74.5,202,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,46444,Republican,74.5
Texas,El_Paso__TX,95142,56.11,73261,43.2,1170,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,169573,Democrat,56.11
Texas,Erath__TX,2710,22.07,9506,77.4,65,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,12281,Republican,77.4
Texas,Falls__TX,2427,41.12,3454,58.52,21,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,5902,Republican,58.52
Texas,Fannin__TX,4001,33.45,7893,65.99,66,0.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,11960,Republican,65.99
Texas,Fayette__TX,2803,26.96,7527,72.4,67,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,10397,Republican,72.4
Texas,Fisher__TX,758,39.42,1161,60.37,4,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1923,Republican,60.37
Texas,Floyd__TX,545,21.09,2032,78.64,7,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2584,Republican,78.64
Texas,Foard__TX,235,40.03,347,59.11,5,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,587,Republican,59.11
Texas,Fort_Bend__TX,68722,42.12,93625,57.38,822,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,163169,Republican,57.38
Texas,Franklin__TX,1011,23.97,3185,75.53,21,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,4217,Republican,75.53
Texas,Freestone__TX,2070,28.91,5057,70.62,34,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,7161,Republican,70.62
Texas,Frio__TX,1931,49.13,1991,50.66,8,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,3930,Republican,50.66
Texas,Gaines__TX,608,14.6,3540,85.01,16,0.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,4164,Republican,85.01
Texas,Galveston__TX,43919,41.44,61290,57.83,772,0.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,105981,Republican,57.83
Texas,Garza__TX,326,17.99,1480,81.68,6,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1812,Republican,81.68
Texas,Gillespie__TX,2104,18.21,9297,80.47,152,1.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,11553,Republican,80.47
Texas,Glasscock__TX,44,8.26,488,91.56,1,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,533,Republican,91.56
Texas,Goliad__TX,1219,34.82,2267,64.75,15,0.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,3501,Republican,64.75
Texas,Gonzales__TX,1709,28.38,4291,71.26,22,0.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,6022,Republican,71.26
Texas,Gray__TX,1289,15.04,7260,84.69,23,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,8572,Republican,84.69
Texas,Grayson__TX,13452,30.28,30777,69.28,194,0.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,44423,Republican,69.28
Texas,Gregg__TX,12306,29.02,29939,70.61,153,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,42398,Republican,70.61
Texas,Grimes__TX,2713,33.79,5263,65.54,54,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,8030,Republican,65.54
Texas,Guadalupe__TX,10290,26.55,28208,72.79,254,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,38752,Republican,72.79
Texas,Hale__TX,2078,20.46,8025,79.03,51,0.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,10154,Republican,79.03
Texas,Hall__TX,413,32.34,860,67.35,4,0.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1277,Republican,67.35
Texas,Hamilton__TX,845,22.65,2856,76.57,29,0.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,3730,Republican,76.57
Texas,Hansford__TX,240,11.18,1903,88.64,4,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2147,Republican,88.64
Texas,Hardeman__TX,480,28.2,1214,71.33,8,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1702,Republican,71.33
Texas,Hardin__TX,5608,27.08,15030,72.57,72,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,20710,Republican,72.57
Texas,Harris__TX,475865,44.56,584723,54.75,7380,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1067968,Republican,54.75
Texas,Harrison__TX,9642,36.77,16473,62.82,108,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,26223,Republican,62.82
Texas,Hartley__TX,315,15.3,1736,84.31,8,0.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2059,Republican,84.31
Texas,Haskell__TX,867,35.89,1539,63.7,10,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,2416,Republican,63.7
Texas,Hays__TX,20110,42.05,27021,56.5,692,1.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,47823,Republican,56.5
Texas,Hemphill__TX,257,15.64,1380,83.99,6,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1643,Republican,83.99
Texas,Henderson__TX,8505,29.48,20210,70.05,134,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,28849,Republican,70.05
Texas,Hidalgo__TX,62369,54.86,50931,44.8,383,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,113683,Democrat,54.86
Texas,Hill__TX,3751,28.74,9225,70.67,77,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,13053,Republican,70.67
Texas,Hockley__TX,1385,18.28,6160,81.3,32,0.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,7577,Republican,81.3
Texas,Hood__TX,4865,22.85,16280,76.46,148,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,21293,Republican,76.46
Texas,Hopkins__TX,3443,28.54,8582,71.15,37,0.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,12062,Republican,71.15
Texas,Houston__TX,2921,33.17,5848,66.41,37,0.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,8806,Republican,66.41
Texas,Howard__TX,2663,26.11,7480,73.33,58,0.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,10201,Republican,73.33
Texas,Hudspeth__TX,302,34.09,577,65.12,7,0.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,886,Republican,65.12
