State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Miscellaneous_Votes,Miscellaneous_Pct,Total_Votes,Winner,Winner_Pct
South Dakota,Potter__SD,437,20.15,1732,79.85,0,0,2169,Republican,79.85
South Dakota,Roberts__SD,1833,36.59,3176,63.41,0,0,5009,Republican,63.41
South Dakota,Sanborn__SD,628,32.51,1304,67.49,0,0,1932,Republican,67.49
South Dakota,Oglala_Lakota__SD,1138,67.46,549,32.54,0,0,1687,Democrat,67.46
South Dakota,Spink__SD,1575,32.58,3259,67.42,0,0,4834,Republican,67.42
South Dakota,Stanley__SD,340,26.17,959,73.83,0,0,1299,Republican,73.83
South Dakota,Sully__SD,220,19.15,929,80.85,0,0,1149,Republican,80.85
South Dakota,Todd__SD,978,50.86,945,49.14,0,0,1923,Democrat,50.86
South Dakota,Tripp__SD,951,25.19,2825,74.81,0,0,3776,Republican,74.81
South Dakota,Turner__SD,1371,27.25,3661,72.75,0,0,5032,Republican,72.75
South Dakota,Union__SD,1833,36.27,3221,63.73,0,0,5054,Republican,63.73
South Dakota,Walworth__SD,755,21.04,2833,78.96,0,0,3588,Republican,78.96
South Dakota,Yankton__SD,2712,31,6035,69,0,0,8747,Republican,69
South Dakota,Ziebach__SD,246,30.6,558,69.4,0,0,804,Republican,69.4
Tennessee,Anderson__TN,10194,39.61,15498,60.22,44,0.17,25736,Republican,60.22
Tennessee,Bedford__TN,5987,62.48,3576,37.32,20,0.21,9583,Democrat,62.48
Tennessee,Benton__TN,3811,61.54,2382,38.46,0,0,6193,Democrat,61.54
Tennessee,Bledsoe__TN,1585,44.2,2000,55.77,1,0.03,3586,Republican,55.77
Tennessee,Blount__TN,9412,33.44,18689,66.4,43,0.15,28144,Republican,66.4
Tennessee,Bradley__TN,7638,38.37,12253,61.56,14,0.07,19905,Republican,61.56
Tennessee,Campbell__TN,4752,45.47,5681,54.36,17,0.16,10450,Republican,54.36
Tennessee,Cannon__TN,2351,61.59,1455,38.12,11,0.29,3817,Democrat,61.59
Tennessee,Carroll__TN,5277,47.36,5848,52.48,18,0.16,11143,Republican,52.48
Tennessee,Carter__TN,6006,33.22,12044,66.63,27,0.15,18077,Republican,66.63
Tennessee,Cheatham__TN,3771,60.81,2415,38.95,15,0.24,6201,Democrat,60.81
Tennessee,Chester__TN,2123,42.98,2812,56.92,5,0.1,4940,Republican,56.92
Tennessee,Claiborne__TN,2844,39.16,4413,60.76,6,0.08,7263,Republican,60.76
Tennessee,Clay__TN,1376,49.76,1386,50.13,3,0.11,2765,Republican,50.13
Tennessee,Cocke__TN,2139,23.39,6979,76.32,26,0.28,9144,Republican,76.32
Tennessee,Coffee__TN,7612,56.84,5759,43,22,0.16,13393,Democrat,56.84
Tennessee,Crockett__TN,2422,52.79,2162,47.12,4,0.09,4588,Democrat,52.79
Tennessee,Cumberland__TN,3775,36.17,6632,63.55,29,0.28,10436,Republican,63.55
Tennessee,Davidson__TN,103741,59.08,71544,40.74,321,0.18,175606,Democrat,59.08
Tennessee,DeKalb__TN,2948,60.56,1908,39.19,12,0.25,4868,Democrat,60.56
Tennessee,Decatur__TN,2139,49.98,2138,49.95,3,0.07,4280,Democrat,49.98
Tennessee,Dickson__TN,6622,63.27,3830,36.59,15,0.14,10467,Democrat,63.27
Tennessee,Dyer__TN,5713,50.08,5682,49.81,12,0.11,11407,Democrat,50.08
Tennessee,Fayette__TN,4141,57.55,3043,42.29,11,0.15,7195,Democrat,57.55
Tennessee,Fentress__TN,1543,37.61,2556,62.3,4,0.1,4103,Republican,62.3
Tennessee,Franklin__TN,6760,60.96,4305,38.82,25,0.23,11090,Democrat,60.96
Tennessee,Gibson__TN,9829,58.08,7071,41.78,23,0.14,16923,Democrat,58.08
Tennessee,Giles__TN,4653,61.74,2865,38.01,19,0.25,7537,Democrat,61.74
Tennessee,Grainger__TN,1495,30.84,3344,68.98,9,0.19,4848,Republican,68.98
Tennessee,Greene__TN,5822,34.34,11106,65.5,28,0.17,16956,Republican,65.5
Tennessee,Grundy__TN,2837,70.59,1175,29.24,7,0.17,4019,Democrat,70.59
Tennessee,Hamblen__TN,5890,36.65,10164,63.24,19,0.12,16073,Republican,63.24
Tennessee,Hamilton__TN,41913,41.05,60036,58.81,143,0.14,102092,Republican,58.81
Tennessee,Hancock__TN,704,28.31,1776,71.41,7,0.28,2487,Republican,71.41
Tennessee,Hardeman__TN,4153,57.64,3023,41.96,29,0.4,7205,Democrat,57.64
Tennessee,Hardin__TN,3164,42.56,4259,57.28,12,0.16,7435,Republican,57.28
Tennessee,Hawkins__TN,5283,39.05,8209,60.68,37,0.27,13529,Republican,60.68
Tennessee,Haywood__TN,3445,57.97,2495,41.98,3,0.05,5943,Democrat,57.97
Tennessee,Henderson__TN,2702,34.09,5214,65.78,10,0.13,7926,Republican,65.78
Tennessee,Henry__TN,6601,59.11,4551,40.75,16,0.14,11168,Democrat,59.11
Tennessee,Hickman__TN,3225,61.66,1998,38.2,7,0.13,5230,Democrat,61.66
Tennessee,Houston__TN,1757,69.15,775,30.5,9,0.35,2541,Democrat,69.15
Tennessee,Humphreys__TN,3974,66.61,1989,33.34,3,0.05,5966,Democrat,66.61
Tennessee,Jackson__TN,2480,70.16,1049,29.67,6,0.17,3535,Democrat,70.16
Tennessee,Jefferson__TN,3180,30.6,7187,69.16,25,0.24,10392,Republican,69.16
Tennessee,Johnson__TN,1141,23.03,3804,76.77,10,0.2,4955,Republican,76.77
Tennessee,Knox__TN,45634,38.81,71524,60.83,427,0.36,117585,Republican,60.83
Tennessee,Lake__TN,1718,67.03,837,32.66,8,0.31,2563,Democrat,67.03
Tennessee,Lauderdale__TN,4318,59.68,2907,40.18,10,0.14,7235,Democrat,59.68
Tennessee,Lawrence__TN,6082,45.13,6902,51.21,493,3.66,13477,Republican,51.21
Tennessee,Lewis__TN,2190,66.18,1114,33.67,5,0.15,3309,Democrat,66.18
Tennessee,Lincoln__TN,5387,64.06,3009,35.78,13,0.15,8409,Democrat,64.06
Tennessee,Loudon__TN,3699,35.65,6657,64.16,20,0.19,10376,Republican,64.16
Tennessee,Macon__TN,1947,39.25,3009,60.65,5,0.1,4961,Republican,60.65
Tennessee,Madison__TN,12986,47.77,14133,51.98,68,0.25,27187,Republican,51.98
Tennessee,Marion__TN,4623,53.44,4021,46.48,7,0.08,8651,Democrat,53.44
Tennessee,Marshall__TN,4277,64.16,2384,35.76,5,0.08,6666,Democrat,64.16
Tennessee,Maury__TN,7957,52.94,6996,46.55,77,0.51,15030,Democrat,52.94
Tennessee,McMinn__TN,5460,40.3,8078,59.63,9,0.07,13547,Republican,59.63
Tennessee,McNairy__TN,3801,44.64,4704,55.25,9,0.11,8514,Republican,55.25
Tennessee,Meigs__TN,999,43.13,1315,56.78,2,0.09,2316,Republican,56.78
Tennessee,Monroe__TN,4612,41.68,6415,57.98,38,0.34,11065,Republican,57.98
Tennessee,Montgomery__TN,11573,55.91,9078,43.86,47,0.23,20698,Democrat,55.91
Tennessee,Moore__TN,993,62.26,599,37.55,3,0.19,1595,Democrat,62.26
Tennessee,Morgan__TN,2094,41.75,2914,58.11,7,0.14,5015,Republican,58.11
Tennessee,Obion__TN,5766,50.73,5569,49,30,0.26,11365,Democrat,50.73
Tennessee,Overton__TN,3343,63.47,1922,36.49,2,0.04,5267,Democrat,63.47
Tennessee,Perry__TN,1401,62.77,828,37.1,3,0.13,2232,Democrat,62.77
Tennessee,Pickett__TN,758,36.06,1336,63.56,8,0.38,2102,Republican,63.56
Tennessee,Polk__TN,2470,49.8,2477,49.94,13,0.26,4960,Republican,49.94
Tennessee,Putnam__TN,8084,54.8,6643,45.03,26,0.18,14753,Democrat,54.8
Tennessee,Rhea__TN,3070,38.91,4806,60.92,13,0.16,7889,Republican,60.92
Tennessee,Roane__TN,6473,35.6,11670,64.18,39,0.21,18182,Republican,64.18
Tennessee,Robertson__TN,7381,66.34,3732,33.54,13,0.12,11126,Democrat,66.34
Tennessee,Rutherford__TN,15213,55.62,12064,44.11,73,0.27,27350,Democrat,55.62
Tennessee,Scott__TN,1724,35.68,3094,64.03,14,0.29,4832,Republican,64.03
Tennessee,Sequatchie__TN,1509,49.44,1541,50.49,2,0.07,3052,Republican,50.49
Tennessee,Sevier__TN,3450,23.89,10962,75.92,27,0.19,14439,Republican,75.92
Tennessee,Shelby__TN,159240,51.61,148699,48.2,578,0.19,308517,Democrat,51.61
Tennessee,Smith__TN,3674,66.43,1847,33.39,10,0.18,5531,Democrat,66.43
Tennessee,Stewart__TN,2274,68.54,1038,31.28,6,0.18,3318,Democrat,68.54
Tennessee,Sullivan__TN,22341,44.27,28033,55.54,96,0.19,50470,Republican,55.54
Tennessee,Sumner__TN,14150,52.93,12554,46.96,31,0.12,26735,Democrat,52.93
Tennessee,Tipton__TN,4934,52.48,4464,47.48,3,0.03,9401,Democrat,52.48
Tennessee,Trousdale__TN,1674,71.11,673,28.59,7,0.3,2354,Democrat,71.11
Tennessee,Unicoi__TN,1880,32.17,3943,67.47,21,0.36,5844,Republican,67.47
Tennessee,Union__TN,1435,36.32,2510,63.53,6,0.15,3951,Republican,63.53
Tennessee,Van_Buren__TN,886,63.11,514,36.61,4,0.28,1404,Democrat,63.11
Tennessee,Warren__TN,6021,60.79,3869,39.07,14,0.14,9904,Democrat,60.79
Tennessee,Washington__TN,11599,38.35,18564,61.37,86,0.28,30249,Republican,61.37
Tennessee,Wayne__TN,1633,30.83,3534,66.72,130,2.45,5297,Republican,66.72
Tennessee,Weakley__TN,5910,50.21,5855,49.74,6,0.05,11771,Democrat,50.21
Tennessee,White__TN,3415,60.84,2192,39.05,6,0.11,5613,Democrat,60.84
Tennessee,Williamson__TN,8815,41.79,12252,58.08,28,0.13,21095,Republican,58.08
Tennessee,Wilson__TN,11248,58.36,8007,41.54,19,0.1,19274,Democrat,58.36
Texas,Anderson__TX,5163,45.57,6107,53.9,60,0.53,11330,Republican,53.9
Texas,Andrews__TX,1155,28.78,2839,70.75,19,0.47,4013,Republican,70.75
Texas,Angelina__TX,10140,49.72,10132,49.68,122,0.6,20394,Democrat,49.72
Texas,Aransas__TX,1800,35.52,3215,63.44,53,1.05,5068,Republican,63.44
Texas,Archer__TX,1444,43.9,1834,55.76,11,0.33,3289,Republican,55.76
Texas,Armstrong__TX,333,31.27,718,67.42,14,1.31,1065,Republican,67.42
Texas,Atascosa__TX,3980,46.99,4457,52.63,32,0.38,8469,Republican,52.63
Texas,Austin__TX,1893,32.9,3821,66.42,39,0.68,5753,Republican,66.42
Texas,Bailey__TX,800,30.13,1835,69.11,20,0.75,2655,Republican,69.11
Texas,Bandera__TX,894,26.61,2437,72.53,29,0.86,3360,Republican,72.53
Texas,Bastrop__TX,4716,53.91,3973,45.42,59,0.67,8748,Democrat,53.91
Texas,Baylor__TX,1183,51.3,1112,48.22,11,0.48,2306,Democrat,51.3
Texas,Bee__TX,3606,45.47,4296,54.17,29,0.37,7931,Republican,54.17
Texas,Bell__TX,15823,41.77,21663,57.18,399,1.05,37885,Republican,57.18
Texas,Bexar__TX,137729,44.65,169045,54.8,1700,0.55,308474,Republican,54.8
Texas,Blanco__TX,794,34.51,1486,64.58,21,0.91,2301,Republican,64.58
Texas,Borden__TX,131,31.57,282,67.95,2,0.48,415,Republican,67.95
Texas,Bosque__TX,2431,44.71,2970,54.63,36,0.66,5437,Republican,54.63
Texas,Bowie__TX,11339,44.21,14186,55.31,125,0.49,25650,Republican,55.31
Texas,Brazoria__TX,18253,38.39,28819,60.62,472,0.99,47544,Republican,60.62
Texas,Brazos__TX,9856,33.37,19251,65.17,432,1.46,29539,Republican,65.17
Texas,Brewster__TX,1271,43.95,1585,54.81,36,1.24,2892,Republican,54.81
Texas,Briscoe__TX,561,48.78,575,50,14,1.22,1150,Republican,50
Texas,Brooks__TX,2488,74.65,823,24.69,22,0.66,3333,Democrat,74.65
Texas,Brown__TX,4867,42.14,6617,57.3,65,0.56,11549,Republican,57.3
Texas,Burleson__TX,2615,56.74,1976,42.87,18,0.39,4609,Democrat,56.74
Texas,Burnet__TX,3711,46.78,4165,52.5,57,0.72,7933,Republican,52.5
Texas,Caldwell__TX,3155,51.02,2991,48.37,38,0.61,6184,Democrat,51.02
Texas,Calhoun__TX,3034,46.33,3448,52.65,67,1.02,6549,Republican,52.65
Texas,Callahan__TX,2002,46.22,2313,53.41,16,0.37,4331,Republican,53.41
Texas,Cameron__TX,23200,50.12,22842,49.35,243,0.53,46285,Democrat,50.12
Texas,Camp__TX,2052,56.72,1550,42.84,16,0.44,3618,Democrat,56.72
Texas,Carson__TX,1006,34.19,1914,65.06,22,0.75,2942,Republican,65.06
Texas,Cass__TX,5578,52.27,5053,47.35,41,0.38,10672,Democrat,52.27
Texas,Castro__TX,1199,37.26,1999,62.12,20,0.62,3218,Republican,62.12
Texas,Chambers__TX,2517,43.35,3236,55.74,53,0.91,5806,Republican,55.74
Texas,Cherokee__TX,5726,49.85,5721,49.81,39,0.34,11486,Democrat,49.85
Texas,Childress__TX,1222,45.04,1476,54.4,15,0.55,2713,Republican,54.4
Texas,Clay__TX,2233,54.34,1864,45.36,12,0.29,4109,Democrat,54.34
Texas,Cochran__TX,513,31.92,1087,67.64,7,0.44,1607,Republican,67.64
Texas,Coke__TX,838,53.79,718,46.08,2,0.13,1558,Democrat,53.79
Texas,Coleman__TX,1719,43.04,2261,56.61,14,0.35,3994,Republican,56.61
Texas,Collin__TX,15187,28.2,38118,70.77,556,1.03,53861,Republican,70.77
Texas,Collingsworth__TX,798,43.11,1038,56.08,15,0.81,1851,Republican,56.08
Texas,Colorado__TX,2377,39.68,3578,59.72,36,0.6,5991,Republican,59.72
Texas,Comal__TX,3554,25.92,10082,73.52,78,0.57,13714,Republican,73.52
Texas,Comanche__TX,2550,55.58,2017,43.96,21,0.46,4588,Democrat,55.58
Texas,Concho__TX,702,49.54,708,49.96,7,0.49,1417,Republican,49.96
Texas,Cooke__TX,3842,35.57,6889,63.78,71,0.66,10802,Republican,63.78
Texas,Coryell__TX,4097,41.3,5722,57.68,101,1.02,9920,Republican,57.68
Texas,Cottle__TX,732,57.82,520,41.07,14,1.11,1266,Democrat,57.82
Texas,Crane__TX,607,31.11,1333,68.32,11,0.56,1951,Republican,68.32
Texas,Crockett__TX,595,39.83,895,59.91,4,0.27,1494,Republican,59.91
Texas,Crosby__TX,1408,50.18,1378,49.11,20,0.71,2806,Democrat,50.18
Texas,Culberson__TX,423,43.34,548,56.15,5,0.51,976,Republican,56.15
Texas,Dallam__TX,632,38.56,998,60.89,9,0.55,1639,Republican,60.89
Texas,Dallas__TX,190459,36.75,320953,61.93,6801,1.31,518213,Republican,61.93
Texas,Dawson__TX,1867,35.87,3322,63.82,16,0.31,5205,Republican,63.82
Texas,Deaf_Smith__TX,1666,28.41,4150,70.77,48,0.82,5864,Republican,70.77
Texas,Delta__TX,1347,62.89,785,36.65,10,0.47,2142,Democrat,62.89
Texas,Denton__TX,17381,34.83,31861,63.84,666,1.33,49908,Republican,63.84
Texas,DeWitt__TX,2044,36.63,3516,63.01,20,0.36,5580,Republican,63.01
Texas,Dickens__TX,912,61.58,567,38.28,2,0.14,1481,Democrat,61.58
Texas,Dimmit__TX,2102,63.26,1198,36.05,23,0.69,3323,Democrat,63.26
Texas,Donley__TX,751,39.78,1128,59.75,9,0.48,1888,Republican,59.75
Texas,Duval__TX,3706,77.91,1040,21.86,11,0.23,4757,Democrat,77.91
Texas,Eastland__TX,3346,48.65,3479,50.59,52,0.76,6877,Republican,50.59
Texas,Ector__TX,9069,25.07,26824,74.14,286,0.79,36179,Republican,74.14
Texas,Edwards__TX,237,28.76,586,71.12,1,0.12,824,Republican,71.12
Texas,Ellis__TX,9219,47.08,10260,52.4,101,0.52,19580,Republican,52.4
Texas,El_Paso__TX,40082,40.27,58372,58.65,1072,1.08,99526,Republican,58.65
Texas,Erath__TX,4156,50.04,4073,49.04,77,0.93,8306,Democrat,50.04
Texas,Falls__TX,3328,55.4,2657,44.23,22,0.37,6007,Democrat,55.4
Texas,Fannin__TX,5284,61.36,3270,37.97,57,0.66,8611,Democrat,61.36
Texas,Fayette__TX,2590,38.07,4181,61.45,33,0.49,6804,Republican,61.45
Texas,Fisher__TX,1564,64.18,861,35.33,12,0.49,2437,Democrat,64.18
Texas,Floyd__TX,1477,41.54,2067,58.13,12,0.34,3556,Republican,58.13
Texas,Foard__TX,617,63.09,356,36.4,5,0.51,978,Democrat,63.09
Texas,Fort_Bend__TX,11583,30.25,26371,68.88,332,0.87,38286,Republican,68.88
Texas,Franklin__TX,1487,56.48,1119,42.5,27,1.03,2633,Democrat,56.48
Texas,Freestone__TX,2739,52.02,2501,47.5,25,0.47,5265,Democrat,52.02
Texas,Frio__TX,2849,61.03,1800,38.56,19,0.41,4668,Democrat,61.03
Texas,Gaines__TX,1182,32.33,2436,66.63,38,1.04,3656,Republican,66.63
Texas,Galveston__TX,30778,48.62,31482,49.74,1037,1.64,63297,Republican,49.74
Texas,Garza__TX,677,35.69,1210,63.78,10,0.53,1897,Republican,63.78
Texas,Gillespie__TX,1170,19.44,4826,80.19,22,0.37,6018,Republican,80.19
Texas,Glasscock__TX,116,21.68,418,78.13,1,0.19,535,Republican,78.13
Texas,Goliad__TX,1081,47.27,1192,52.12,14,0.61,2287,Republican,52.12
Texas,Gonzales__TX,2896,48.9,2992,50.52,34,0.57,5922,Republican,50.52
Texas,Gray__TX,2786,27.45,7290,71.83,73,0.72,10149,Republican,71.83
Texas,Grayson__TX,13807,44.08,17343,55.36,176,0.56,31326,Republican,55.36
Texas,Gregg__TX,10219,29.89,23710,69.35,261,0.76,34190,Republican,69.35
Texas,Grimes__TX,2440,53.02,2129,46.26,33,0.72,4602,Democrat,53.02
Texas,Guadalupe__TX,5049,32.73,10308,66.81,71,0.46,15428,Republican,66.81
Texas,Hale__TX,3610,32.67,7400,66.97,40,0.36,11050,Republican,66.97
Texas,Hall__TX,1057,47.61,1154,51.98,9,0.41,2220,Republican,51.98
Texas,Hamilton__TX,1526,46.71,1713,52.43,28,0.86,3267,Republican,52.43
Texas,Hansford__TX,518,19.95,2063,79.47,15,0.58,2596,Republican,79.47
Texas,Hardeman__TX,1174,51.65,1084,47.69,15,0.66,2273,Democrat,51.65
Texas,Hardin__TX,7358,53.58,6287,45.78,87,0.63,13732,Democrat,53.58
Texas,Harris__TX,274061,38.06,439572,61.05,6381,0.89,720014,Republican,61.05
Texas,Harrison__TX,7746,44.28,9453,54.04,294,1.68,17493,Republican,54.04
Texas,Hartley__TX,470,26.75,1276,72.62,11,0.63,1757,Republican,72.62
Texas,Haskell__TX,1951,56.78,1469,42.75,16,0.47,3436,Democrat,56.78
Texas,Hays__TX,6013,45.25,7107,53.48,169,1.27,13289,Republican,53.48
Texas,Hemphill__TX,592,33.26,1173,65.9,15,0.84,1780,Republican,65.9
Texas,Henderson__TX,8199,50.29,8037,49.29,69,0.42,16305,Democrat,50.29
Texas,Hidalgo__TX,34542,55.97,26871,43.54,304,0.49,61717,Democrat,55.97
Texas,Hill__TX,4688,52.46,4186,46.84,62,0.69,8936,Democrat,52.46
Texas,Hockley__TX,2447,34.07,4689,65.28,47,0.65,7183,Republican,65.28
Texas,Hood__TX,3001,43.24,3864,55.68,75,1.08,6940,Republican,55.68
Texas,Hopkins__TX,4344,52.22,3927,47.21,47,0.57,8318,Democrat,52.22
Texas,Houston__TX,4181,58.52,2936,41.1,27,0.38,7144,Democrat,58.52
Texas,Howard__TX,4451,39.35,6816,60.25,45,0.4,11312,Republican,60.25
Texas,Hudspeth__TX,394,44.57,485,54.86,5,0.57,884,Republican,54.86
Texas,Hunt__TX,8773,47.42,9610,51.94,118,0.64,18501,Republican,51.94
Texas,Hutchinson__TX,2935,27.61,7609,71.57,88,0.83,10632,Republican,71.57
Texas,Irion__TX,239,35.67,429,64.03,2,0.3,670,Republican,64.03
Texas,Jack__TX,1349,46.89,1511,52.52,17,0.59,2877,Republican,52.52
Texas,Jackson__TX,1826,40.91,2606,58.39,31,0.69,4463,Republican,58.39
Texas,Jasper__TX,5707,55.64,4494,43.81,56,0.55,10257,Democrat,55.64
Texas,Jeff_Davis__TX,300,41.15,419,57.48,10,1.37,729,Republican,57.48
Texas,Jefferson__TX,45642,53.95,38427,45.42,533,0.63,84602,Democrat,53.95
Texas,Jim_Hogg__TX,1437,71.96,558,27.94,2,0.1,1997,Democrat,71.96
Texas,Jim_Wells__TX,7267,60.49,4708,39.19,38,0.32,12013,Democrat,60.49
Texas,Johnson__TX,10542,46.95,11744,52.3,168,0.75,22454,Republican,52.3
Texas,Jones__TX,3043,51.8,2810,47.84,21,0.36,5874,Democrat,51.8
Texas,Karnes__TX,2284,45.01,2771,54.61,19,0.37,5074,Republican,54.61
Texas,Kaufman__TX,6266,51,5962,48.52,59,0.48,12287,Democrat,51
Texas,Kendall__TX,1075,21.14,3978,78.21,33,0.65,5086,Republican,78.21
Texas,Kenedy__TX,106,56.68,78,41.71,3,1.6,187,Democrat,56.68
Texas,Kent__TX,351,50.58,339,48.85,4,0.58,694,Democrat,50.58
Texas,Kerr__TX,3387,26.35,9349,72.73,119,0.93,12855,Republican,72.73
Texas,Kimble__TX,608,36.83,1033,62.57,10,0.61,1651,Republican,62.57
Texas,King__TX,55,26.83,149,72.68,1,0.49,205,Republican,72.68
Texas,Kinney__TX,472,45.12,566,54.11,8,0.76,1046,Republican,54.11
Texas,Kleberg__TX,5125,50.98,4839,48.13,89,0.89,10053,Democrat,50.98
Texas,Knox__TX,1163,59.1,800,40.65,5,0.25,1968,Democrat,59.1
Texas,Lamar__TX,7178,53.21,6242,46.27,70,0.52,13490,Democrat,53.21
Texas,Lamb__TX,2132,35.93,3774,63.61,27,0.46,5933,Republican,63.61
Texas,Lampasas__TX,1979,45.17,2379,54.3,23,0.52,4381,Republican,54.3
Texas,La_Salle__TX,1442,64.15,792,35.23,14,0.62,2248,Democrat,64.15
Texas,Lavaca__TX,2678,44.64,3308,55.14,13,0.22,5999,Republican,55.14
Texas,Lee__TX,1581,45.67,1862,53.78,19,0.55,3462,Republican,53.78
Texas,Leon__TX,2190,54.03,1840,45.4,23,0.57,4053,Democrat,54.03
Texas,Liberty__TX,6810,50.22,6633,48.91,118,0.87,13561,Democrat,50.22
Texas,Limestone__TX,3403,53.85,2880,45.58,36,0.57,6319,Democrat,53.85
Texas,Lipscomb__TX,338,19.5,1371,79.11,24,1.38,1733,Republican,79.11
Texas,Live_Oak__TX,1380,38.14,2225,61.5,13,0.36,3618,Republican,61.5
Texas,Llano__TX,2130,41.79,2938,57.64,29,0.57,5097,Republican,57.64
Texas,Loving__TX,22,30.56,50,69.44,0,0,72,Republican,69.44
Texas,Lubbock__TX,18732,27.6,48663,71.7,472,0.7,67867,Republican,71.7
Texas,Lynn__TX,1236,43.01,1631,56.75,7,0.24,2874,Republican,56.75
Texas,McCulloch__TX,1750,51.99,1596,47.42,20,0.59,3366,Democrat,51.99
Texas,McLennan__TX,26305,44.2,32932,55.33,278,0.47,59515,Republican,55.33
Texas,McMullen__TX,122,30.65,275,69.1,1,0.25,398,Republican,69.1
Texas,Madison__TX,1583,52.45,1421,47.08,14,0.46,3018,Democrat,52.45
Texas,Marion__TX,2015,54.02,1694,45.42,21,0.56,3730,Democrat,54.02
Texas,Martin__TX,605,35.26,1108,64.57,3,0.17,1716,Republican,64.57
Texas,Mason__TX,630,38.86,983,60.64,8,0.49,1621,Republican,60.64
Texas,Matagorda__TX,4585,44.16,5691,54.82,106,1.02,10382,Republican,54.82
Texas,Maverick__TX,2932,67.14,1409,32.26,26,0.6,4367,Democrat,67.14
Texas,Medina__TX,3034,38.46,4826,61.18,28,0.35,7888,Republican,61.18
Texas,Menard__TX,489,46.57,559,53.24,2,0.19,1050,Republican,53.24
Texas,Midland__TX,6839,20.92,25613,78.35,240,0.73,32692,Republican,78.35
Texas,Milam__TX,4230,55.46,3362,44.08,35,0.46,7627,Democrat,55.46
Texas,Mills__TX,1028,49.93,1009,49,22,1.07,2059,Democrat,49.93
Texas,Mitchell__TX,1446,49.42,1467,50.14,13,0.44,2926,Republican,50.14
Texas,Montague__TX,3233,49.95,3202,49.47,37,0.57,6472,Democrat,49.95
Texas,Montgomery__TX,12593,31.51,27056,67.69,322,0.81,39971,Republican,67.69
Texas,Moore__TX,1743,31.22,3803,68.12,37,0.66,5583,Republican,68.12
Texas,Morris__TX,3105,58.81,2160,40.91,15,0.28,5280,Democrat,58.81
Texas,Motley__TX,341,36.71,580,62.43,8,0.86,929,Republican,62.43
Texas,Nacogdoches__TX,5981,39.48,9048,59.72,121,0.8,15150,Republican,59.72
Texas,Navarro__TX,6988,55.5,5526,43.89,77,0.61,12591,Democrat,55.5
Texas,Newton__TX,3284,69.66,1403,29.76,27,0.57,4714,Democrat,69.66
Texas,Nolan__TX,2796,49.1,2868,50.36,31,0.54,5695,Republican,50.36
Texas,Nueces__TX,43424,50.12,42631,49.2,589,0.68,86644,Democrat,50.12
Texas,Ochiltree__TX,594,16.05,3084,83.31,24,0.65,3702,Republican,83.31
Texas,Oldham__TX,290,33.18,566,64.76,18,2.06,874,Republican,64.76
Texas,Orange__TX,14928,53.53,12784,45.84,175,0.63,27887,Democrat,53.53
Texas,Palo_Pinto__TX,4244,50.02,4166,49.1,74,0.87,8484,Democrat,50.02
Texas,Panola__TX,3637,46.95,4080,52.67,30,0.39,7747,Republican,52.67
Texas,Parker__TX,7336,45.41,8694,53.82,125,0.77,16155,Republican,53.82
Texas,Parmer__TX,707,20.81,2670,78.58,21,0.62,3398,Republican,78.58
Texas,Pecos__TX,1602,36.45,2760,62.8,33,0.75,4395,Republican,62.8
Texas,Polk__TX,4213,51.96,3851,47.5,44,0.54,8108,Democrat,51.96
Texas,Potter__TX,9633,35.9,16872,62.88,326,1.22,26831,Republican,62.88
Texas,Presidio__TX,1039,57.75,745,41.41,15,0.83,1799,Democrat,57.75
Texas,Rains__TX,1174,58.06,831,41.1,17,0.84,2022,Democrat,58.06
Texas,Randall__TX,7323,23.34,23813,75.88,246,0.78,31382,Republican,75.88
Texas,Reagan__TX,414,30.64,931,68.91,6,0.44,1351,Republican,68.91
Texas,Real__TX,603,41.5,846,58.22,4,0.28,1453,Republican,58.22
Texas,Red_River__TX,3501,60.64,2256,39.08,16,0.28,5773,Democrat,60.64
Texas,Reeves__TX,2138,47.05,2367,52.09,39,0.86,4544,Republican,52.09
Texas,Refugio__TX,2224,52.32,2001,47.07,26,0.61,4251,Democrat,52.32
Texas,Roberts__TX,150,23.36,486,75.7,6,0.93,642,Republican,75.7
Texas,Robertson__TX,3572,67.27,1694,31.9,44,0.83,5310,Democrat,67.27
Texas,Rockwall__TX,1985,32.1,4149,67.09,50,0.81,6184,Republican,67.09
Texas,Runnels__TX,1648,38.93,2568,60.67,17,0.4,4233,Republican,60.67
Texas,Rusk__TX,5582,38.58,8821,60.97,64,0.44,14467,Republican,60.97
Texas,Sabine__TX,1983,58.36,1402,41.26,13,0.38,3398,Democrat,58.36
Texas,San_Augustine__TX,1674,54.16,1411,45.65,6,0.19,3091,Democrat,54.16
Texas,San_Jacinto__TX,2376,56.67,1768,42.17,49,1.17,4193,Democrat,56.67
Texas,San_Patricio__TX,8627,49.31,8606,49.19,261,1.49,17494,Democrat,49.31
Texas,San_Saba__TX,1405,58.91,971,40.71,9,0.38,2385,Democrat,58.91
Texas,Schleicher__TX,444,39.26,678,59.95,9,0.8,1131,Republican,59.95
Texas,Scurry__TX,2003,34.26,3798,64.97,45,0.77,5846,Republican,64.97
Texas,Shackelford__TX,606,38.33,968,61.23,7,0.44,1581,Republican,61.23
Texas,Shelby__TX,4215,54.01,3571,45.76,18,0.23,7804,Democrat,54.01
