State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Ron Paul [ 14 ] Libertarian_Votes,Ron Paul [ 14 ] Libertarian_Pct,Leonora Fulani [ 14 ] Independent_Votes,Leonora Fulani [ 14 ] Independent_Pct,Various candidates [ 14 ] Other parties_Votes,Various candidates [ 14 ] Other parties_Pct,Ron Paul Libertarian_Votes,Ron Paul Libertarian_Pct,Lenora Fulani New Alliance_Votes,Lenora Fulani New Alliance_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,Ron Paul [ 18 ] Libertarian_Votes,Ron Paul [ 18 ] Libertarian_Pct,Leonora Fulani [ 18 ] New Alliance_Votes,Leonora Fulani [ 18 ] New Alliance_Pct,Ronald Paul Libertarian_Votes,Ronald Paul Libertarian_Pct,Leonora Fulani Independent_Votes,Leonora Fulani Independent_Pct,Leonora Fulani Illinois Solidarity_Votes,Leonora Fulani Illinois Solidarity_Pct,Edward Winn Socialist_Votes,Edward Winn Socialist_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Ron Paul Independent_Votes,Ron Paul Independent_Pct,David Duke [ 4 ] Populist_Votes,David Duke [ 4 ] Populist_Pct,Ron Paul [ 4 ] Libertarian_Votes,Ron Paul [ 4 ] Libertarian_Pct,Leonora Fulani [ 4 ] New Alliance_Votes,Leonora Fulani [ 4 ] New Alliance_Pct,David Duke Independent Populist_Votes,David Duke Independent Populist_Pct,Ron Paul [ 3 ] Libertarian_Votes,Ron Paul [ 3 ] Libertarian_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,David Duke Independent_Votes,David Duke Independent_Pct,Leonora Fulani New Alliance_Votes,Leonora Fulani New Alliance_Pct,None of These Candidates_Votes,None of These Candidates_Pct,Lenora Fulani [ 3 ] New Alliance_Votes,Lenora Fulani [ 3 ] New Alliance_Pct,Ron Paul Write-in_Votes,Ron Paul Write-in_Pct,Lyndon LaRouche National Economic Recovery_Votes,Lyndon LaRouche National Economic Recovery_Pct,James Warren Socialist Workers_Votes,James Warren Socialist Workers_Pct,Ron Paul [ 2 ] Libertarian_Votes,Ron Paul [ 2 ] Libertarian_Pct,Lenora Fulani [ 2 ] New Alliance_Votes,Lenora Fulani [ 2 ] New Alliance_Pct,Lenora Branch Fulani [ 4 ] Independent_Votes,Lenora Branch Fulani [ 4 ] Independent_Pct,Leonora Fulani United Citizens_Votes,Leonora Fulani United Citizens_Pct,Lenora Fulani New Alliance Party_Votes,Lenora Fulani New Alliance Party_Pct,James Warren Socialist Workers Party_Votes,James Warren Socialist Workers Party_Pct,Delmar Dennis American_Votes,Delmar Dennis American_Pct,Various candidates [ 4 ] Write-ins_Votes,Various candidates [ 4 ] Write-ins_Pct,Lenora Fulani [ 16 ] Independent_Votes,Lenora Fulani [ 16 ] Independent_Pct,Ron Paul [ 16 ] Libertarian_Votes,Ron Paul [ 16 ] Libertarian_Pct,Total_Votes,Winner,Winner_Pct
Texas,Camp__TX,2121,52.47,1908,47.2,12,0.3,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4042,Democrat,52.47
Texas,Carson__TX,1034,32.85,2100,66.71,11,0.35,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3148,Republican,66.71
Texas,Cass__TX,5941,52.75,5305,47.11,14,0.12,0,0,0,0,0,0,0,0,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11262,Democrat,52.75
Texas,Castro__TX,1436,47.1,1604,52.61,8,0.26,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3049,Republican,52.61
Texas,Chambers__TX,3035,44.76,3694,54.48,46,0.68,0,0,0,0,0,0,0,0,6,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6781,Republican,54.48
Texas,Cherokee__TX,5604,42.57,7520,57.12,38,0.29,0,0,0,0,0,0,0,0,3,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,13165,Republican,57.12
Texas,Childress__TX,1060,46.76,1201,52.98,6,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2267,Republican,52.98
Texas,Clay__TX,2288,52.72,2043,47.07,8,0.18,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4340,Democrat,52.72
Texas,Cochran__TX,681,46.58,771,52.74,8,0.55,0,0,0,0,0,0,0,0,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1462,Republican,52.74
Texas,Coke__TX,674,43.71,863,55.97,4,0.26,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1542,Republican,55.97
Texas,Coleman__TX,1978,45.78,2340,54.15,3,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4321,Republican,54.15
Texas,Collin__TX,22934,25.14,67776,74.29,465,0.51,0,0,0,0,0,0,0,0,55,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,91230,Republican,74.29
Texas,Collingsworth__TX,809,48.07,872,51.81,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1683,Republican,51.81
Texas,Colorado__TX,2847,43.14,3723,56.41,26,0.39,0,0,0,0,0,0,0,0,4,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6600,Republican,56.41
Texas,Comal__TX,5716,28.61,13994,70.04,237,1.19,0,0,0,0,0,0,0,0,33,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,19980,Republican,70.04
Texas,Comanche__TX,2622,55.07,2120,44.53,18,0.38,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4761,Democrat,55.07
Texas,Concho__TX,643,50.91,617,48.85,1,0.08,0,0,0,0,0,0,0,0,2,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1263,Democrat,50.91
Texas,Cooke__TX,4217,36.82,7196,62.84,30,0.26,0,0,0,0,0,0,0,0,9,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11452,Republican,62.84
Texas,Coryell__TX,4026,34.63,7461,64.17,123,1.06,0,0,0,0,0,0,0,0,17,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11627,Republican,64.17
Texas,Cottle__TX,690,63.71,379,35,14,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1083,Democrat,63.71
Texas,Crane__TX,596,32.78,1219,67.05,3,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1818,Republican,67.05
Texas,Crockett__TX,881,48.43,932,51.24,6,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1819,Republican,51.24
Texas,Crosby__TX,1435,56.01,1121,43.75,5,0.2,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2562,Democrat,56.01
Texas,Culberson__TX,557,56.72,417,42.46,3,0.31,0,0,0,0,0,0,0,0,5,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,982,Democrat,56.72
Texas,Dallam__TX,645,34.64,1205,64.72,12,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1862,Republican,64.72
Texas,Dallas__TX,243198,40.91,347094,58.38,3446,0.58,0,0,0,0,0,0,0,0,800,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,594538,Republican,58.38
Texas,Dawson__TX,2155,40.53,3154,59.32,6,0.11,0,0,0,0,0,0,0,0,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5317,Republican,59.32
Texas,Deaf_Smith__TX,1930,33.71,3744,65.39,36,0.63,0,0,0,0,0,0,0,0,16,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5726,Republican,65.39
Texas,Delta__TX,1244,59.21,849,40.41,8,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2101,Democrat,59.21
Texas,Denton__TX,26204,31.12,57444,68.22,474,0.56,0,0,0,0,0,0,0,0,88,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,84210,Republican,68.22
Texas,DeWitt__TX,2579,41.23,3628,58,43,0.69,0,0,0,0,0,0,0,0,5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6255,Republican,58
Texas,Dickens__TX,696,61,435,38.12,7,0.61,0,0,0,0,0,0,0,0,3,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1141,Democrat,61
Texas,Dimmit__TX,2735,74.91,900,24.65,12,0.33,0,0,0,0,0,0,0,0,4,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3651,Democrat,74.91
Texas,Donley__TX,661,38.59,1043,60.89,9,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1713,Republican,60.89
Texas,Duval__TX,4177,81.95,907,17.79,11,0.22,0,0,0,0,0,0,0,0,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5097,Democrat,81.95
Texas,Eastland__TX,3215,44.86,3929,54.83,19,0.27,0,0,0,0,0,0,0,0,3,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7166,Republican,54.83
Texas,Ector__TX,10825,31.7,23155,67.8,152,0.45,0,0,0,0,0,0,0,0,20,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,34152,Republican,67.8
Texas,Edwards__TX,368,39.57,556,59.78,4,0.43,0,0,0,0,0,0,0,0,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,930,Republican,59.78
Texas,Ellis__TX,11169,40.25,16422,59.18,104,0.37,0,0,0,0,0,0,0,0,54,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,27749,Republican,59.18
Texas,El_Paso__TX,62622,52.72,55573,46.79,434,0.37,0,0,0,0,0,0,0,0,152,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,118781,Democrat,52.72
Texas,Erath__TX,4113,42.98,5427,56.71,0,0,0,0,0,0,0,0,0,0,30,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9570,Republican,56.71
Texas,Falls__TX,2877,54.94,2344,44.76,11,0.21,0,0,0,0,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5237,Democrat,54.94
Texas,Fannin__TX,5163,56.03,4024,43.67,23,0.25,0,0,0,0,0,0,0,0,4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9214,Democrat,56.03
Texas,Fayette__TX,3390,42.53,4551,57.09,29,0.36,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7971,Republican,57.09
Texas,Fisher__TX,1516,67.68,721,32.19,3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2240,Democrat,67.68
Texas,Floyd__TX,1391,44.33,1741,55.48,3,0.1,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3138,Republican,55.48
Texas,Foard__TX,513,62.56,306,37.32,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,820,Democrat,62.56
Texas,Fort_Bend__TX,23351,36.61,39818,62.43,458,0.72,0,0,0,0,0,0,0,0,157,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,63784,Republican,62.43
Texas,Franklin__TX,1453,50.17,1439,49.69,3,0.1,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2896,Democrat,50.17
Texas,Freestone__TX,2916,47.87,3159,51.85,16,0.26,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6092,Republican,51.85
Texas,Frio__TX,3016,66.46,1505,33.16,16,0.35,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4538,Democrat,66.46
Texas,Gaines__TX,1310,36.33,2265,62.81,28,0.78,0,0,0,0,0,0,0,0,3,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3606,Republican,62.81
Texas,Galveston__TX,38633,52.18,34913,47.15,431,0.58,0,0,0,0,0,0,0,0,65,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,74042,Democrat,52.18
Texas,Garza__TX,989,45.16,1183,54.02,17,0.78,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2190,Republican,54.02
Texas,Gillespie__TX,1588,21.71,5662,77.42,61,0.83,0,0,0,0,0,0,0,0,2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,7313,Republican,77.42
Texas,Glasscock__TX,143,27.08,384,72.73,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,528,Republican,72.73
Texas,Goliad__TX,1358,48.64,1427,51.11,7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2792,Republican,51.11
Texas,Gonzales__TX,2897,48.97,2983,50.42,35,0.59,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5916,Republican,50.42
Texas,Gray__TX,2460,25.15,7259,74.22,55,0.56,0,0,0,0,0,0,0,0,7,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9781,Republican,74.22
Texas,Grayson__TX,14347,43.1,18825,56.55,97,0.29,0,0,0,0,0,0,0,0,18,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,33287,Republican,56.55
Texas,Gregg__TX,12486,31.7,26465,67.19,416,1.06,0,0,0,0,0,0,0,0,20,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,39387,Republican,67.19
Texas,Grimes__TX,2735,49,2820,50.52,23,0.41,0,0,0,0,0,0,0,0,4,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5582,Republican,50.52
Texas,Guadalupe__TX,7111,34.5,13265,64.37,0,0,0,0,0,0,0,0,0,0,233,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,20609,Republican,64.37
Texas,Hale__TX,3502,35.69,6284,64.05,19,0.19,0,0,0,0,0,0,0,0,6,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,9811,Republican,64.05
Texas,Hall__TX,1029,59.04,714,40.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1743,Democrat,59.04
Texas,Hamilton__TX,1355,43.91,1718,55.67,12,0.39,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3086,Republican,55.67
Texas,Hansford__TX,443,18.3,1967,81.25,11,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2421,Republican,81.25
